university stn,university hyp,text stn,text hyp,sentence,hypothesis,prediction,contradiction
University of Illinois - Chicago,North Dakota State University,"You may not run FTP, telnet, peer-to-peer, HTTP, IRC, DNS and mail server on your ResNet or UIC wireless",Students have a quota of 5 GB per day. The quota is reset at 6am,"define intent uniIntent: for endpoint('dorms'), endpoint('dorms') block protocol('ftp'), protocol('telnet'), traffic('peer2peer'), protocol('http'), service('irc'), traffic('dns'), service(email)","define intent uniIntent: for group('students') set quota('5','gb/d') start hour(06:00)",0,0
University of Illinois - Chicago,Rutgers University,"You may not run FTP, telnet, peer-to-peer, HTTP, IRC, DNS and mail server on your ResNet or UIC wireless",Internet is limited to 3 Mbps per host,"define intent uniIntent: for endpoint('dorms'), endpoint('dorms') block protocol('ftp'), protocol('telnet'), traffic('peer2peer'), protocol('http'), service('irc'), traffic('dns'), service(email)","define intent uniIntent: for endpoint('hosts') set bandwidth('max', '3', 'mbps')",0,0
University of Illinois - Chicago,Rose-Hulman Institute of Technology,"You may not run FTP, telnet, peer-to-peer, HTTP, IRC, DNS and mail server on your ResNet or UIC wireless",P2P application is separately capped at 30 Mbps for the entire campus,"define intent uniIntent: for endpoint('dorms'), endpoint('dorms') block protocol('ftp'), protocol('telnet'), traffic('peer2peer'), protocol('http'), service('irc'), traffic('dns'), service(email)","define intent uniIntent: for traffic('peer2peer'), endpoint('gateway') set bandwidth('max', '30', 'mbps')",0,0
University of Illinois - Chicago,Rose-Hulman Institute of Technology,"You may not run FTP, telnet, peer-to-peer, HTTP, IRC, DNS and mail server on your ResNet or UIC wireless",Guests' network is rate-limited to 5 Mb/s per user,"define intent uniIntent: for endpoint('dorms'), endpoint('dorms') block protocol('ftp'), protocol('telnet'), traffic('peer2peer'), protocol('http'), service('irc'), traffic('dns'), service(email)","define intent uniIntent: for group('hosts') set bandwidth('max', '5', 'mbps')",0,0
University of Illinois - Chicago,Missouri State University,"You may not run FTP, telnet, peer-to-peer, HTTP, IRC, DNS and mail server on your ResNet or UIC wireless",The ResNet cap is currently 200 gigabytes per each 7 day period of combined incoming and outgoing traffic,"define intent uniIntent: for endpoint('dorms'), endpoint('dorms') block protocol('ftp'), protocol('telnet'), traffic('peer2peer'), protocol('http'), service('irc'), traffic('dns'), service(email)","define intent uniIntent: for endpoint('dorms') set quota('200','gb/wk') ",0,0
University of Illinois - Urbana Champaign,Cornell University,FTP and SFTP traffic is allowed for all students,Students have 200 GB of Free monthly usage,"define intent uniIntent: for group('students') allow protocol('ftp'), protocol('sftp')","define intent uniIntent: for group('students') set quota('200', 'gb/mth')",0,0
University of Illinois - Urbana Champaign,University of Texas - Austin,FTP and SFTP traffic is allowed for all students,Faculty members have 500 Gb per week of free network use,"define intent uniIntent: for group('students') allow protocol('ftp'), protocol('sftp')","define intent uniIntent: for group('staff') set quota('500', 'gb/wk')",0,0
University of Illinois - Urbana Champaign,North Dakota State University,FTP and SFTP traffic is allowed for all students,Students have a quota of 5 GB per day. The quota is reset at 6am,"define intent uniIntent: for group('students') allow protocol('ftp'), protocol('sftp')","define intent uniIntent: for group('students') set quota('5','gb/d') start hour(06:00)",0,0
University of Illinois - Urbana Champaign,Rutgers University,FTP and SFTP traffic is allowed for all students,Internet is limited to 3 Mbps per host,"define intent uniIntent: for group('students') allow protocol('ftp'), protocol('sftp')","define intent uniIntent: for endpoint('hosts') set bandwidth('max', '3', 'mbps')",0,0
University of Illinois - Urbana Champaign,Rose-Hulman Institute of Technology,FTP and SFTP traffic is allowed for all students,P2P application is separately capped at 30 Mbps for the entire campus,"define intent uniIntent: for group('students') allow protocol('ftp'), protocol('sftp')","define intent uniIntent: for traffic('peer2peer'), endpoint('gateway') set bandwidth('max', '30', 'mbps')",0,0
University of Illinois - Urbana Champaign,Rose-Hulman Institute of Technology,FTP and SFTP traffic is allowed for all students,Guests' network is rate-limited to 5 Mb/s per user,"define intent uniIntent: for group('students') allow protocol('ftp'), protocol('sftp')","define intent uniIntent: for group('hosts') set bandwidth('max', '5', 'mbps')",0,0
University of Illinois - Urbana Champaign,Missouri State University,FTP and SFTP traffic is allowed for all students,The ResNet cap is currently 200 gigabytes per each 7 day period of combined incoming and outgoing traffic,"define intent uniIntent: for group('students') allow protocol('ftp'), protocol('sftp')","define intent uniIntent: for endpoint('dorms') set quota('200','gb/wk') ",0,0
Cornell University,University of Texas - Austin,Students have 200 GB of Free monthly usage,Faculty members have 500 Gb per week of free network use,"define intent uniIntent: for group('students') set quota('200', 'gb/mth')","define intent uniIntent: for group('staff') set quota('500', 'gb/wk')",0,0
Cornell University,North Dakota State University,Students have 200 GB of Free monthly usage,Students have a quota of 5 GB per day. The quota is reset at 6am,"define intent uniIntent: for group('students') set quota('200', 'gb/mth')","define intent uniIntent: for group('students') set quota('5','gb/d') start hour(06:00)",1,1
Cornell University,Rutgers University,Students have 200 GB of Free monthly usage,Internet is limited to 3 Mbps per host,"define intent uniIntent: for group('students') set quota('200', 'gb/mth')","define intent uniIntent: for endpoint('hosts') set bandwidth('max', '3', 'mbps')",0,0
Cornell University,Rose-Hulman Institute of Technology,Students have 200 GB of Free monthly usage,P2P application is separately capped at 30 Mbps for the entire campus,"define intent uniIntent: for group('students') set quota('200', 'gb/mth')","define intent uniIntent: for traffic('peer2peer'), endpoint('gateway') set bandwidth('max', '30', 'mbps')",0,0
Cornell University,Rose-Hulman Institute of Technology,Students have 200 GB of Free monthly usage,Guests' network is rate-limited to 5 Mb/s per user,"define intent uniIntent: for group('students') set quota('200', 'gb/mth')","define intent uniIntent: for group('hosts') set bandwidth('max', '5', 'mbps')",0,0
Cornell University,Missouri State University,Students have 200 GB of Free monthly usage,The ResNet cap is currently 200 gigabytes per each 7 day period of combined incoming and outgoing traffic,"define intent uniIntent: for group('students') set quota('200', 'gb/mth')","define intent uniIntent: for endpoint('dorms') set quota('200','gb/wk') ",0,0
University of Texas - Austin,North Dakota State University,Faculty members have 500 Gb per week of free network use,Students have a quota of 5 GB per day. The quota is reset at 6am,"define intent uniIntent: for group('staff') set quota('500', 'gb/wk')","define intent uniIntent: for group('students') set quota('5','gb/d') start hour(06:00)",0,0
University of Texas - Austin,Rutgers University,Faculty members have 500 Gb per week of free network use,Internet is limited to 3 Mbps per host,"define intent uniIntent: for group('staff') set quota('500', 'gb/wk')","define intent uniIntent: for endpoint('hosts') set bandwidth('max', '3', 'mbps')",0,0
University of Texas - Austin,Rose-Hulman Institute of Technology,Faculty members have 500 Gb per week of free network use,P2P application is separately capped at 30 Mbps for the entire campus,"define intent uniIntent: for group('staff') set quota('500', 'gb/wk')","define intent uniIntent: for traffic('peer2peer'), endpoint('gateway') set bandwidth('max', '30', 'mbps')",0,0
University of Texas - Austin,Rose-Hulman Institute of Technology,Faculty members have 500 Gb per week of free network use,Guests' network is rate-limited to 5 Mb/s per user,"define intent uniIntent: for group('staff') set quota('500', 'gb/wk')","define intent uniIntent: for group('hosts') set bandwidth('max', '5', 'mbps')",0,0
University of Texas - Austin,Missouri State University,Faculty members have 500 Gb per week of free network use,The ResNet cap is currently 200 gigabytes per each 7 day period of combined incoming and outgoing traffic,"define intent uniIntent: for group('staff') set quota('500', 'gb/wk')","define intent uniIntent: for endpoint('dorms') set quota('200','gb/wk') ",0,0
North Dakota State University,Rutgers University,Students have a quota of 5 GB per day. The quota is reset at 6am,Internet is limited to 3 Mbps per host,"define intent uniIntent: for group('students') set quota('5','gb/d') start hour(06:00)","define intent uniIntent: for endpoint('hosts') set bandwidth('max', '3', 'mbps')",0,0
North Dakota State University,Rose-Hulman Institute of Technology,Students have a quota of 5 GB per day. The quota is reset at 6am,P2P application is separately capped at 30 Mbps for the entire campus,"define intent uniIntent: for group('students') set quota('5','gb/d') start hour(06:00)","define intent uniIntent: for traffic('peer2peer'), endpoint('gateway') set bandwidth('max', '30', 'mbps')",0,0
North Dakota State University,Rose-Hulman Institute of Technology,Students have a quota of 5 GB per day. The quota is reset at 6am,Guests' network is rate-limited to 5 Mb/s per user,"define intent uniIntent: for group('students') set quota('5','gb/d') start hour(06:00)","define intent uniIntent: for group('hosts') set bandwidth('max', '5', 'mbps')",0,0
North Dakota State University,Missouri State University,Students have a quota of 5 GB per day. The quota is reset at 6am,The ResNet cap is currently 200 gigabytes per each 7 day period of combined incoming and outgoing traffic,"define intent uniIntent: for group('students') set quota('5','gb/d') start hour(06:00)","define intent uniIntent: for endpoint('dorms') set quota('200','gb/wk') ",0,0
Rutgers University,Rose-Hulman Institute of Technology,Internet is limited to 3 Mbps per host,P2P application is separately capped at 30 Mbps for the entire campus,"define intent uniIntent: for endpoint('hosts') set bandwidth('max', '3', 'mbps')","define intent uniIntent: for traffic('peer2peer'), endpoint('gateway') set bandwidth('max', '30', 'mbps')",1,1
Rutgers University,Rose-Hulman Institute of Technology,Internet is limited to 3 Mbps per host,Guests' network is rate-limited to 5 Mb/s per user,"define intent uniIntent: for endpoint('hosts') set bandwidth('max', '3', 'mbps')","define intent uniIntent: for group('hosts') set bandwidth('max', '5', 'mbps')",0,0
Rutgers University,Missouri State University,Internet is limited to 3 Mbps per host,The ResNet cap is currently 200 gigabytes per each 7 day period of combined incoming and outgoing traffic,"define intent uniIntent: for endpoint('hosts') set bandwidth('max', '3', 'mbps')","define intent uniIntent: for endpoint('dorms') set quota('200','gb/wk') ",0,0
Rose-Hulman Institute of Technology,Rose-Hulman Institute of Technology,P2P application is separately capped at 30 Mbps for the entire campus,Guests' network is rate-limited to 5 Mb/s per user,"define intent uniIntent: for traffic('peer2peer'), endpoint('gateway') set bandwidth('max', '30', 'mbps')","define intent uniIntent: for group('hosts') set bandwidth('max', '5', 'mbps')",0,0
Rose-Hulman Institute of Technology,Missouri State University,P2P application is separately capped at 30 Mbps for the entire campus,The ResNet cap is currently 200 gigabytes per each 7 day period of combined incoming and outgoing traffic,"define intent uniIntent: for traffic('peer2peer'), endpoint('gateway') set bandwidth('max', '30', 'mbps')","define intent uniIntent: for endpoint('dorms') set quota('200','gb/wk') ",0,0
Rose-Hulman Institute of Technology,Missouri State University,Guests' network is rate-limited to 5 Mb/s per user,The ResNet cap is currently 200 gigabytes per each 7 day period of combined incoming and outgoing traffic,"define intent uniIntent: for group('hosts') set bandwidth('max', '5', 'mbps')","define intent uniIntent: for endpoint('dorms') set quota('200','gb/wk') ",0,0
