university,sentence text,hypothesis text,sentence nile,hypothesis nile,type,conflict,features,prediction
University of Illinois - Urbana Champaign,SSH is allowed by the University firewall,FTP and SFTP servers are allowed by the University firewall,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('SSH'),"define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('ftp'), protocol('sftp')",negation,0,"[2, 1, 1440.0, 0, 1, 0, 0, 1.0, 2, 0, 0, 0, 0, 0, 0, 0.7045294431249032, 3, 1.0, 2]",0
University of Illinois - Urbana Champaign,Telnet is allowed by the University firewall,Sorenson Videophone 200 is allowed by the University firewall,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('Telnet'),define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('Sorenson Videophone 200'),negation,0,"[2, 1, 1440.0, 0, 1, 0, 0, 1.0, 2, 0, 1, 0, 0, 0, 0, 0, 1, 1.0, 2]",0
University of Illinois - Urbana Champaign,Telnet is allowed by the University firewall,FTP and SFTP servers are allowed by the University firewall,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('Telnet'),"define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('ftp'), protocol('sftp')",negation,0,"[2, 1, 1440.0, 0, 1, 0, 0, 1.0, 2, 0, 0, 0, 0, 0, 0, 0.8448714203461014, 3, 1.0, 2]",0
University of Illinois - Urbana Champaign,Sorenson Videophone 200 is allowed by the University firewall,FTP and SFTP servers are allowed by the University firewall,define intent uniIntent: for endpoint('university') add middlebox('firewall') allow service('Sorenson Videophone 200'),"define intent uniIntent: for endpoint('university') add middlebox('firewall') allow protocol('ftp'), protocol('sftp')",negation,0,"[2, 1, 1440.0, 0, 1, 0, 0, 1.0, 2, 0, 1, 0, 0, 0, 0, 0, 2, 1.0, 2]",0
Rose-Hulman Institute of Technology,Students data limit is 100 GB per week,"When a total of 18 gigabytes of data is reached, the individual's bandwidth rate limit is set to 2 Mbps","define intent uniIntent: for group('students') set quota('download', '100', 'gb/wk')","define intent uniIntent: for endpoint('host') set quota('download', '18', 'gb'), bandwidth('max', '2', 'mbps')",qos,1,"[5, 0, 1440.0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1
Rose-Hulman Institute of Technology,Students data limit is 100 GB per week,The individual will have a 4 Mbps bandwidth rate limit,"define intent uniIntent: for group('students') set quota('download', '100', 'gb/wk')","define intent uniIntent: for endpoint('host') set bandwidth('max', '4', 'mbps')",qos,0,"[5, 1, 1440.0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",0
Rose-Hulman Institute of Technology,Students data limit is 100 GB per week,"RHIT-OPEN will work in labs, classrooms and residence halls but does not allow the user to access the internal Rose-Hulman network","define intent uniIntent: for group('students') set quota('download', '100', 'gb/wk')",define intent uniIntent: from endpoint('guests') to endpoint('servers') for group('host') block traffic('any'),path,0,"[3, 1, 1440.0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0]",0
Rose-Hulman Institute of Technology,Students data limit is 100 GB per week,P2P application is separately capped at 30 Mbps for the entire campus,"define intent uniIntent: for group('students') set quota('download', '100', 'gb/wk')","define intent uniIntent: for traffic ('peer2peer'), endpoint('campus') set bandwidth('max', '30', 'mbps')",qos,0,"[2, 1, 1440.0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",0
Rose-Hulman Institute of Technology,Students data limit is 100 GB per week,Guests' network is rate-limited to 5 Mb/s per user,"define intent uniIntent: for group('students') set quota('download', '100', 'gb/wk')","define intent uniIntent: for group('guests') set bandwidth('max', '5', 'mbps')",qos,0,"[2, 1, 1440.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0]",0
Rose-Hulman Institute of Technology,"When a total of 18 gigabytes of data is reached, the individual's bandwidth rate limit is set to 2 Mbps",The individual will have a 4 Mbps bandwidth rate limit,"define intent uniIntent: for endpoint('host') set quota('download', '18', 'gb'), bandwidth('max', '2', 'mbps')","define intent uniIntent: for endpoint('host') set bandwidth('max', '4', 'mbps')",qos,1,"[6, 0, 1440.0, 0, 1, 0, 0, 1.0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
Rose-Hulman Institute of Technology,"When a total of 18 gigabytes of data is reached, the individual's bandwidth rate limit is set to 2 Mbps","RHIT-OPEN will work in labs, classrooms and residence halls but does not allow the user to access the internal Rose-Hulman network","define intent uniIntent: for endpoint('host') set quota('download', '18', 'gb'), bandwidth('max', '2', 'mbps')",define intent uniIntent: from endpoint('guests') to endpoint('servers') for group('host') block traffic('any'),path,0,"[3, 1, 1440.0, 0, 2, 0, 0, 0.356917550512566, 3, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",0
Rose-Hulman Institute of Technology,"When a total of 18 gigabytes of data is reached, the individual's bandwidth rate limit is set to 2 Mbps",P2P application is separately capped at 30 Mbps for the entire campus,"define intent uniIntent: for endpoint('host') set quota('download', '18', 'gb'), bandwidth('max', '2', 'mbps')","define intent uniIntent: for traffic ('peer2peer'), endpoint('campus') set bandwidth('max', '30', 'mbps')",qos,1,"[2, 0, 1440.0, 0, 0, 1, 0, 0.6790200622184935, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
Rose-Hulman Institute of Technology,"When a total of 18 gigabytes of data is reached, the individual's bandwidth rate limit is set to 2 Mbps",Guests' network is rate-limited to 5 Mb/s per user,"define intent uniIntent: for endpoint('host') set quota('download', '18', 'gb'), bandwidth('max', '2', 'mbps')","define intent uniIntent: for group('guests') set bandwidth('max', '5', 'mbps')",qos,1,"[2, 0, 1440.0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1
Rose-Hulman Institute of Technology,The individual will have a 4 Mbps bandwidth rate limit,"RHIT-OPEN will work in labs, classrooms and residence halls but does not allow the user to access the internal Rose-Hulman network","define intent uniIntent: for endpoint('host') set bandwidth('max', '4', 'mbps')",define intent uniIntent: from endpoint('guests') to endpoint('servers') for group('host') block traffic('any'),path,0,"[3, 1, 1440.0, 0, 2, 0, 0, 0.356917550512566, 3, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",0
Rose-Hulman Institute of Technology,The individual will have a 4 Mbps bandwidth rate limit,P2P application is separately capped at 30 Mbps for the entire campus,"define intent uniIntent: for endpoint('host') set bandwidth('max', '4', 'mbps')","define intent uniIntent: for traffic ('peer2peer'), endpoint('campus') set bandwidth('max', '30', 'mbps')",qos,1,"[2, 0, 1440.0, 0, 0, 1, 0, 0.6790200622184935, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1
Rose-Hulman Institute of Technology,The individual will have a 4 Mbps bandwidth rate limit,Guests' network is rate-limited to 5 Mb/s per user,"define intent uniIntent: for endpoint('host') set bandwidth('max', '4', 'mbps')","define intent uniIntent: for group('guests') set bandwidth('max', '5', 'mbps')",qos,1,"[2, 0, 1440.0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1
Rose-Hulman Institute of Technology,"RHIT-OPEN will work in labs, classrooms and residence halls but does not allow the user to access the internal Rose-Hulman network",P2P application is separately capped at 30 Mbps for the entire campus,define intent uniIntent: from endpoint('guests') to endpoint('servers') for group('host') block traffic('any'),"define intent uniIntent: for traffic ('peer2peer'), endpoint('campus') set bandwidth('max', '30', 'mbps')",path,0,"[2, 1, 1440.0, 0, 0, 1, 0, 0.3415303083818666, 3, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",0
Rose-Hulman Institute of Technology,"RHIT-OPEN will work in labs, classrooms and residence halls but does not allow the user to access the internal Rose-Hulman network",Guests' network is rate-limited to 5 Mb/s per user,define intent uniIntent: from endpoint('guests') to endpoint('servers') for group('host') block traffic('any'),"define intent uniIntent: for group('guests') set bandwidth('max', '5', 'mbps')",path,0,"[2, 1, 1440.0, 0, 1, 0, 0, 0, 2, 0, 0, 0, 2, 0, 1, 0, 0, 0, 0]",0
Rose-Hulman Institute of Technology,P2P application is separately capped at 30 Mbps for the entire campus,Guests' network is rate-limited to 5 Mb/s per user,"define intent uniIntent: for traffic ('peer2peer'), endpoint('campus') set bandwidth('max', '30', 'mbps')","define intent uniIntent: for group('guests') set bandwidth('max', '5', 'mbps')",qos,1,"[2, 0, 1440.0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]",1
Columbia University,Students 10 GB a day download quotas are on 10 AM to Midnight,Quotas for students are 5000 Megabyte per hr download and 2000 Megabyte per hour upload,"define intent uniIntent: for group('students') set quota('download', '10', 'gb/d') start hour('10:00') end hour('23:59')","define intent uniIntent: for group('students') set quota('download', '5000', 'mb/h'), quota('upload', '2000', 'mb/h')",qos,1,"[5, 0, 840.0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0]",1
Rutgers University,The system passively monitors the network throughput when traffic is light,Internet is limited to 3 Mbps per host,define intent uniIntent: for endpoint('network') add middlebox('traffic monitor'),"define intent uniIntent: for endpoint('host') set bandwidth('max', '3', 'mbps')",path,0,"[2, 1, 1440.0, 0, 0, 1, 0, 0.7373325856473107, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",0
University of Illinois - Chicago,"There is a 6 GB per 24-hour period upload or download data transfer limit, starting at midnight of each day, on all your combined traffic on ResNet and UIC wireless",Guests cannot run any file sharing/downloading program,"define intent uniIntent: for endpoint('dorms'), endpoint('wireless') set quota('any', '6', 'gb/d') start hour('00:00') end hour('23:59')",define intent uniIntent: for endpoint('guests') block service('file transfer'),path,0,"[2, 1, 1440.0, 0, 0, 1, 0, 1.027441279490529, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",0
University of Illinois - Chicago,"There is a 6 GB per 24-hour period upload or download data transfer limit, starting at midnight of each day, on all your combined traffic on ResNet and UIC wireless","You may not run FTP, telnet, peer-to-peer, HTTP, IRC, DNS and mail server on your ResNet or UIC wireless","define intent uniIntent: for endpoint('dorms'), endpoint('wireless') set quota('any', '6', 'gb/d') start hour('00:00') end hour('23:59')","define intent uniIntent: for endpoint('dorms'), endpoint('wireless') block protocol('ftp'), protocol('telnet'), traffic('peer2peer'), protocol('http'), service('irc'), protocol('dns'), service('email')",path,0,"[2, 1, 1440.0, 0, 2, 0, 0, 2.5242721041620477, 4, 0, 2, 0, 0, 0, 1, 0, 4, 0, 0]",0
University of Illinois - Chicago,Guests cannot run any file sharing/downloading program,"You may not run FTP, telnet, peer-to-peer, HTTP, IRC, DNS and mail server on your ResNet or UIC wireless",define intent uniIntent: for endpoint('guests') block service('file transfer'),"define intent uniIntent: for endpoint('dorms'), endpoint('wireless') block protocol('ftp'), protocol('telnet'), traffic('peer2peer'), protocol('http'), service('irc'), protocol('dns'), service('email')",negation,0,"[2, 1, 1440.0, 0, 0, 1, 1, 1.027441279490529, 3, 1.0127188306436574, 3, 0, 0, 0, 1, 0, 4, 0, 0]",0
Carnegie Mellon University,"No individual service or system running on the wired/wireless network should use more than 10 gigabytes of bandwidth per day, regardless of whether it is in inbound or outbound over the commodity network link",The system will trigger an overuse notification if the average for either inbound or outbound usage exceeds 10 GB per week,"define intent uniIntent: for endpoint('network') set quota('any', '10', 'gb/d')","define intent uniIntent: for endpoint('network') add middlebox('overuse notification') set quota('any', '10', 'gb/wk')",qos,1,"[2, 0, 1440.0, 0, 2, 0, 0, 1.0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",0
Univeristy of Virginia,"The UVA More Secure Network uses a firewall, a network security device designed to help protect your computer from hackers and other malicious people on the Internet.","The network firewall does prevent some applications from working in their normal manner, for example, video and audio conferencing products that use the H.323",define intent uniIntent: for endpoint('network') add middlebox('firewall'),define intent uniIntent: for endpoint('network') block traffic('H323 video conferencing'),path,0,"[2, 1, 1440.0, 0, 2, 0, 0, 1.0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1]",0
Brown University,"CIS restricts traffic that is known to cause damage to the network or hosts on it, such as NETBIOS",All network traffic passing in or out of Brown's network is monitored by an intrusion detection system for signs of compromises,define intent uniIntent: for endpoint('network') block service('NETBIOS'),define intent uniIntent: for endpoint('network') add middlebox('traffic monitor') ,path,0,"[2, 1, 1440.0, 0, 2, 0, 0, 1.0, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1]",0
