repeat,feedback_round,text,recognized_entities,expected_entities,tp,fp,fn,recall,precision,f1_score
22,34,Staff is allowed to access ftp,"@target,@operation,@protocol,","@target,@operation,@protocol,",3,0,0,1.0,1.0,1.0
22,35,"The network firewall does prevent some applications from working in their normal manner, for example, video and audio conferencing products that use the H.323","@operation,@service,@target,","@target,@operation,@service,",3,0,0,1.0,1.0,1.0
22,36,"Lumi, please unblock all torrent traffic","@traffic,@operation,","@operation,@traffic,",2,0,0,1.0,1.0,1.0
22,37,"Lumi, prohibit access to internal campus computers from the internet","@operation,@origin,","@operation,@destination,@origin,",2,0,1,0.6666666666666666,1.0,0.8
22,38,for endpoint dorms set quota download 10 gb/wk,"@qos_metric,@operation,@qos_value,@qos_constraint,@qos_unit,","@target,@operation,@qos_metric,@qos_constraint,@qos_value,@qos_unit,",5,0,1,0.8333333333333334,1.0,0.9090909090909091
22,39,Remove load balancing from gateway to database,"@destination,@origin,@middlebox,@operation,","@operation,@middlebox,@origin,@destination,",4,0,0,1.0,1.0,1.0
22,40,"Lumi, block SIP traffic from 19:00 to 08:00 for dorms","@end,@start,@operation,@protocol,@target,","@operation,@protocol,@start,@end,@target,",5,0,0,1.0,1.0,1.0
22,41,Between internet and servers limit traffic to 5Gbps start 16:00 finish 19:00,"@traffic,@qos_value,@destination,@origin,@qos_constraint,@qos_unit,@end,@start,","@origin,@destination,@qos_constraint,@traffic,@qos_value,@qos_unit,@start,@end,",8,0,0,1.0,1.0,1.0
22,42,block all traffic at Dorms location,"@traffic,@operation,@target,","@operation,@traffic,@target,",3,0,0,1.0,1.0,1.0
22,43,torrent traffic must be allowed for guest but limited to 100 mbps,"@qos_metric,@traffic,@operation,@qos_value,@target,@qos_unit,","@traffic,@operation,@target,@qos_constraint,@qos_value,@qos_unit,",5,1,1,0.8333333333333334,0.8333333333333334,0.8333333333333334
22,44,Prioritize Netflix traffic from 18:00 to midnight,"@middlebox,@start,@service,@end,","@middlebox,@service,@start,@end,",4,0,0,1.0,1.0,1.0
22,45,We provide a quota to all students of 1 GB/wk of usage.,"@qos_unit,@qos_metric,@operation,@qos_value,@target,","@qos_metric,@target,@qos_value,@qos_unit,",4,1,0,1.0,0.8,0.888888888888889
22,46,P2P application is separately capped at 30 Mbps for the entire campus,"@traffic,@qos_value,@target,@qos_constraint,@qos_unit,","@traffic,@qos_constraint,@qos_value,@qos_unit,@target,",5,0,0,1.0,1.0,1.0
22,47,The individual will have a 4 Mbps bandwidth rate limit,"@qos_value,@target,@qos_unit,@qos_metric,@operation,","@target,@operation,@qos_value,@qos_unit,@qos_metric,",5,0,0,1.0,1.0,1.0
22,48,Students data limit is 100 GB per week,"@qos_metric,@qos_value,@target,@qos_unit,","@target,@qos_metric,@qos_value,@qos_unit,",4,0,0,1.0,1.0,1.0
22,49,Block streaming and gaming traffic in classrooms,"@operation,@target,@traffic,@traffic,","@operation,@traffic,@traffic,@target,",3,0,0,1.0,1.0,1.0
DATASET CASES TRAIN #,159
23,0,unblock facebook traffic,"@operation,@service,","@operation,@service,",2,0,0,1.0,1.0,1.0
23,1,Set quota to 10 GB per week dorms,"@qos_unit,@qos_metric,@operation,@qos_value,","@operation,@qos_metric,@qos_value,@qos_unit,@target,",4,0,1,0.8,1.0,0.888888888888889
23,2,Add DPI middlebox into all traffic from Internet to the Labs,"@destination,@origin,@middlebox,@traffic,@operation,","@operation,@middlebox,@traffic,@origin,@destination,",5,0,0,1.0,1.0,1.0
23,3,Add a firewall and address translation for att and verizon,"@middlebox,@middlebox,@target,@target,","@middlebox,@middlebox,@target,@target,",2,0,0,1.0,1.0,1.0
23,4,Limit servers to 5gbps during 5pm to 7pm,"@qos_constraint,@qos_unit,@end,@start,@qos_value,","@qos_constraint,@target,@qos_value,@qos_unit,@start,@end,",5,0,1,0.8333333333333334,1.0,0.9090909090909091
23,5,add a firewall,"@middlebox,@operation,","@operation,@middlebox,",2,0,0,1.0,1.0,1.0
23,6,"Please Lumi, block streaming traffic for students and set a 10 Mbps bandwidth limit","@qos_unit,@qos_metric,@traffic,@operation,@operation,@qos_value,@target,@qos_constraint,","@operation,@traffic,@target,@operation,@qos_value,@qos_unit,@qos_metric,",6,1,0,1.0,0.8571428571428571,0.923076923076923
23,7,Remove firewall from the university to my house,"@middlebox,@operation,@destination,@origin,","@operation,@middlebox,@origin,@destination,",4,0,0,1.0,1.0,1.0
23,8,for endpoint dorms set quota download 10 gb/wk,"@operation,@operation,@qos_value,@qos_unit,@qos_metric,","@target,@operation,@qos_metric,@qos_constraint,@qos_value,@qos_unit,",4,0,2,0.6666666666666666,1.0,0.8
23,9,Limit in 10 Mbps the download rate of dorms from internet,"@qos_constraint,@qos_unit,@qos_metric,@qos_value,@target,@origin,","@qos_constraint,@qos_value,@qos_unit,@qos_metric,@destination,@origin,",5,1,1,0.8333333333333334,0.8333333333333334,0.8333333333333334
23,10,Block F2movies traffic from Internet to student Labs,"@destination,@origin,@operation,@service,","@operation,@service,@origin,@destination,",4,0,0,1.0,1.0,1.0
23,11,Limit rack servers to 5gbps during 5pm to 7pm,"@start,@qos_value,@qos_constraint,@qos_unit,@end,","@qos_constraint,@target,@qos_value,@qos_unit,@start,@end,",5,0,1,0.8333333333333334,1.0,0.9090909090909091
23,12,add shaping for gateway everyday from 18:00 to midnight,"@end,@middlebox,@start,@target,","@middlebox,@target,@start,@end,",4,0,0,1.0,1.0,1.0
23,13,Guests cannot run any file sharing/downloading program,"@service,@target,@operation,","@target,@operation,@service,",3,0,0,1.0,1.0,1.0
23,14,please limit bandwidth to 5 Gigabits per second for the server racks everyday from 4 PM  to 7PM,"@target,@qos_constraint,@qos_unit,@end,@start,@qos_metric,@qos_value,","@qos_constraint,@qos_metric,@qos_value,@qos_unit,@target,@start,@end,",7,0,0,1.0,1.0,1.0
23,15,Dismiss rate limiting for faculty members,"@qos_metric,@operation,@target,","@operation,@qos_metric,@target,",3,0,0,1.0,1.0,1.0
23,16,limit the bandwidth in server racks to 5gbps between 4pm and 7pm,"@qos_value,@target,@qos_constraint,@qos_unit,@end,@start,@qos_metric,","@qos_constraint,@qos_metric,@target,@qos_value,@qos_unit,@start,@end,",7,0,0,1.0,1.0,1.0
23,17,From my house to PUCRS add middlebox dpi,"@operation,@destination,@origin,@middlebox,","@origin,@destination,@operation,@middlebox,",4,0,0,1.0,1.0,1.0
23,18,limit traffic to 5Gbps  Between internet and servers for 16:00 to 19:00,"@traffic,@qos_value,@destination,@origin,@qos_constraint,@qos_unit,@end,@start,","@qos_constraint,@traffic,@qos_value,@qos_unit,@origin,@destination,@start,@end,",8,0,0,1.0,1.0,1.0
23,19,HTTP and HTTPS are allowed by the University firewall,"@operation,@protocol,@protocol,@target,@middlebox,","@protocol,@protocol,@operation,@target,@middlebox,",4,0,0,1.0,1.0,1.0
23,20,Housing does not normally limit the amount of bandwidth,"@qos_metric,@operation,","@target,@operation,@qos_metric,",2,0,1,0.6666666666666666,1.0,0.8
23,21,Block traffic from netflix,"@operation,@target,","@operation,@target,",2,0,0,1.0,1.0,1.0
23,22,make sure all traffic to server racks is throttled to 1 gbps from 4pm to 9pm,"@end,@start,@traffic,@qos_value,@destination,@qos_constraint,@qos_unit,","@traffic,@destination,@qos_constraint,@qos_value,@qos_unit,@start,@end,",7,0,0,1.0,1.0,1.0
23,23,From dorms to internet add nat,"@middlebox,@operation,@destination,@origin,","@origin,@destination,@operation,@middlebox,",4,0,0,1.0,1.0,1.0
23,24,Telnet is allowed by the University firewall,"@middlebox,@operation,@protocol,@target,","@protocol,@operation,@target,@middlebox,",4,0,0,1.0,1.0,1.0
23,25,Routers or anything else that does routing or NAT are prohibited from MITNet as they interfere with the operation of the network,"@operation,@protocol,@target,","@protocol,@operation,@target,",3,0,0,1.0,1.0,1.0
23,26,"hey Lumi, add dpi to labs","@operation,@target,@middlebox,","@operation,@middlebox,@target,",3,0,0,1.0,1.0,1.0
23,27,Set users bandwidth to 500 kbps when the 100 Gb per month quota is reached,"@qos_metric,@qos_metric,@operation,@qos_value,@qos_value,@target,@qos_unit,@qos_unit,","@operation,@target,@qos_metric,@qos_value,@qos_unit,@qos_value,@qos_unit,@qos_metric,",5,0,0,1.0,1.0,1.0
23,28,"No individual service or system running on the wired/wireless network should use more than 10 gigabytes of per day, regardless of whether it is inbound or outbound over the commodity network link","@qos_metric,@qos_value,@target,@qos_constraint,@qos_constraint,@qos_unit,","@target,@qos_metric,@qos_value,@qos_unit,@qos_constraint,@qos_constraint,",5,0,0,1.0,1.0,1.0
23,29,block F2movies traffic for students in the labs,"@operation,@service,@target,@target,","@operation,@service,@target,@target,",3,0,0,1.0,1.0,1.0
23,30,add security from entry to backend,"@operation,@destination,@origin,@middlebox,","@operation,@middlebox,@origin,@destination,",4,0,0,1.0,1.0,1.0
23,31,inspect all internet traffic,"@middlebox,@traffic,","@middlebox,@traffic,@target,",2,0,1,0.6666666666666666,1.0,0.8
23,32,Add inspection for the university from 22:00 to 12:00,"@end,@middlebox,@start,@operation,@target,","@operation,@middlebox,@target,@start,@end,",5,0,0,1.0,1.0,1.0
23,33,block facebook,"@operation,@service,","@operation,@service,",2,0,0,1.0,1.0,1.0
23,34,Forward all the external traffic to DMZ,"@middlebox,@operation,@destination,@origin,","@operation,@origin,@destination,",3,1,0,1.0,0.75,0.8571428571428571
23,35,Internet is limited to 3 Mbps per host,"@qos_metric,@qos_value,@target,@qos_unit,","@qos_metric,@qos_value,@qos_unit,@target,",4,0,0,1.0,1.0,1.0
23,36,forward traffic for labs through the dpi,"@operation,@target,@middlebox,@traffic,","@operation,@traffic,@target,@middlebox,",4,0,0,1.0,1.0,1.0
23,37,Students have a quota of 5 GB per day The quota is reset at 6am,"@qos_value,@target,@qos_constraint,@qos_unit,","@target,@qos_constraint,@qos_value,@qos_unit,@hour,",4,0,1,0.8,1.0,0.888888888888889
23,38,Everquest is blocked by the University firewall,"@middlebox,@operation,@service,@target,","@service,@operation,@target,@middlebox,",4,0,0,1.0,1.0,1.0
23,39,Students should not use more than five gigabytes of bandwidth per week,"@qos_metric,@qos_value,@target,@qos_unit,","@target,@qos_metric,@qos_value,@qos_unit,",4,0,0,1.0,1.0,1.0
23,40,put a download quota for students of 10 gb per week,"@qos_metric,@qos_value,@target,@qos_constraint,@qos_unit,","@qos_constraint,@qos_metric,@target,@qos_value,@qos_unit,",5,0,0,1.0,1.0,1.0
23,41,limit to 100 Mbps the bandwidth torrent traffic can consume,"@qos_metric,@traffic,@qos_value,@target,@qos_constraint,@qos_unit,","@qos_constraint,@qos_value,@qos_unit,@qos_metric,@traffic,",5,1,0,1.0,0.8333333333333334,0.9090909090909091
23,42,Allow RTSP traffic in the LAN,"@operation,@protocol,@target,","@operation,@protocol,@target,",3,0,0,1.0,1.0,1.0
23,43,Staff is allowed to access ftp,"@operation,@protocol,@target,","@target,@operation,@protocol,",3,0,0,1.0,1.0,1.0
23,44,prevent all f2movies traffic from reaching the students in the labs,"@operation,@service,@target,@target,","@operation,@service,@target,@target,",3,0,0,1.0,1.0,1.0
23,45,Dismiss all middleboxes from UFRGS to PUCRS,"@operation,@destination,@origin,@middlebox,","@operation,@middlebox,@origin,@destination,",4,0,0,1.0,1.0,1.0
23,46,We provide a quota to all students of 1 GB per week of usage,"@qos_unit,@qos_metric,@operation,@qos_value,@target,","@operation,@qos_metric,@target,@qos_value,@qos_unit,",5,0,0,1.0,1.0,1.0
23,47,unblock traffic,"@traffic,@operation,","@operation,@traffic,",2,0,0,1.0,1.0,1.0
23,48,Set quota to 10 GB per week at dorms,"@target,@qos_unit,@qos_metric,@operation,@qos_value,","@operation,@qos_metric,@qos_value,@qos_unit,@target,",5,0,0,1.0,1.0,1.0
23,49,"Lumi, please unblock all torrent traffic","@traffic,@traffic,@operation,","@operation,@traffic,",2,0,0,1.0,1.0,1.0
DATASET CASES TRAIN #,161
24,0,Block F2movies traffic from Internet to Labs,"@operation,@service,@destination,@origin,","@operation,@service,@origin,@destination,",4,0,0,1.0,1.0,1.0
24,1,Reduce the download rate for faculty members to 20 Mbps,"@target,@qos_unit,@qos_metric,@operation,@qos_value,","@operation,@qos_metric,@target,@qos_value,@qos_unit,",5,0,0,1.0,1.0,1.0
24,2,The UC Davis network is continually scanned for prohibited activities and network threats.,"@middlebox,","@target,@middlebox,",1,0,1,0.5,1.0,0.6666666666666666
24,3,Between internet and servers limit traffic to 5Gbps interval 4pm to 7pm,"@traffic,@qos_value,@destination,@origin,@qos_constraint,@qos_unit,@end,@start,","@origin,@destination,@qos_constraint,@traffic,@qos_value,@qos_unit,@start,@end,",8,0,0,1.0,1.0,1.0
24,4,PC-Telephone is allowed by the University firewall,"@service,@target,@middlebox,@operation,","@service,@operation,@target,@middlebox,",4,0,0,1.0,1.0,1.0
24,5,limit network usage of all students in the dorms to no more than 10 gb per seven days,"@qos_metric,@qos_value,@target,@target,@qos_constraint,@qos_unit,","@qos_constraint,@qos_metric,@target,@target,@qos_value,@qos_unit,",5,0,0,1.0,1.0,1.0
24,6,AIM chat and file transfering is allowed by the University firewall,"@middlebox,@operation,@service,@service,@target,","@service,@service,@operation,@target,@middlebox,",4,0,0,1.0,1.0,1.0
24,7,Students shall download no more than 1000000 megabytes per week,"@qos_value,@qos_constraint,@qos_unit,@qos_metric,","@group,@qos_constraint,@qos_metric,@qos_value,@qos_unit,",4,0,1,0.8,1.0,0.888888888888889
24,8,"please lumi, block f2movies traffic from internet to students labs","@operation,@service,@destination,@origin,","@operation,@service,@origin,@target,@target,",3,1,1,0.75,0.75,0.75
24,9,"When a total of 18 gigabytes of data is reached, the individual's bandwidth rate limit is set to 2 Mbps","@qos_metric,@qos_metric,@operation,@qos_value,@qos_value,@target,@qos_unit,@qos_unit,","@qos_value,@qos_unit,@qos_metric,@target,@qos_metric,@operation,@qos_value,@qos_unit,",5,0,0,1.0,1.0,1.0
24,10,Define a quota of 10 GB per week for all students,"@qos_metric,@operation,@qos_value,@target,@qos_unit,","@operation,@qos_metric,@qos_value,@qos_unit,@target,",5,0,0,1.0,1.0,1.0
24,11,Students 10 GB a day download quotas are on 10 AM to Midnight,"@qos_unit,@end,@start,@qos_metric,@qos_value,@target,@qos_constraint,","@target,@qos_value,@qos_unit,@qos_constraint,@qos_metric,@start,@end,",7,0,0,1.0,1.0,1.0
24,12,please limit bandwidth to 5 Gigabits per second for the server racks everyday from 4 PM  to 7PM,"@qos_value,@target,@qos_constraint,@qos_unit,@end,@qos_metric,@start,","@qos_constraint,@qos_metric,@qos_value,@qos_unit,@target,@start,@end,",7,0,0,1.0,1.0,1.0
24,13,block all student traffic in the network,"@traffic,@operation,@target,@target,","@operation,@target,@traffic,@target,",3,0,0,1.0,1.0,1.0
24,14,unblock traffic,"@traffic,@operation,","@operation,@traffic,",2,0,0,1.0,1.0,1.0
24,15,Limit rack servers to 5gbps during 5pm to 7pm,"@start,@qos_value,@qos_constraint,@qos_unit,@end,","@qos_constraint,@target,@qos_value,@qos_unit,@start,@end,",5,0,1,0.8333333333333334,1.0,0.9090909090909091
24,16,HTTP and HTTPS are allowed by the University firewall,"@protocol,@protocol,@target,@middlebox,@operation,","@protocol,@protocol,@operation,@target,@middlebox,",4,0,0,1.0,1.0,1.0
24,17,Balance traffic coming from gateway to application servers,"@middlebox,@destination,@origin,","@middlebox,@origin,@destination,",3,0,0,1.0,1.0,1.0
24,18,add a firewall,"@middlebox,@operation,","@operation,@middlebox,",2,0,0,1.0,1.0,1.0
24,19,set quota to 10 GB per week at LAN,"@qos_unit,@qos_metric,@operation,@qos_value,@target,","@operation,@qos_metric,@qos_value,@qos_unit,@target,",5,0,0,1.0,1.0,1.0
24,20,SSH is allowed by the University firewall,"@target,@middlebox,@operation,@protocol,","@protocol,@operation,@target,@middlebox,",4,0,0,1.0,1.0,1.0
24,21,"Lumi, allow access to internal campus computers from the internet through SSH","@operation,@protocol,@origin,","@operation,@destination,@origin,@protocol,",3,0,1,0.75,1.0,0.8571428571428571
24,22,prevent all f2movies traffic from reaching the students in the labs,"@operation,@service,@target,@target,","@operation,@service,@target,@target,",3,0,0,1.0,1.0,1.0
24,23,"Please, allow Skype for all users","@service,@target,@operation,","@operation,@service,@target,",3,0,0,1.0,1.0,1.0
24,24,Add DPI middlebox into all traffic from Internet to the Labs,"@origin,@middlebox,@traffic,@operation,@destination,","@operation,@middlebox,@traffic,@origin,@destination,",5,0,0,1.0,1.0,1.0
24,25,Hey Lumi please block traffic for all students,"@traffic,@operation,@target,","@operation,@traffic,@target,",3,0,0,1.0,1.0,1.0
24,26,"please lumi, define dorms quota to 10 gb per week","@operation,@qos_value,@service,@qos_unit,@qos_metric,","@operation,@target,@qos_metric,@qos_value,@qos_unit,",4,1,1,0.8,0.8,0.8000000000000002
24,27,set quota to 10 GB per week at labs,"@qos_metric,@operation,@qos_value,@target,@qos_unit,","@operation,@qos_metric,@qos_value,@qos_unit,@target,",5,0,0,1.0,1.0,1.0
24,28,Dismiss all middleboxes from UFRGS to PUCRS,"@destination,@origin,@middlebox,@operation,","@operation,@middlebox,@origin,@destination,",4,0,0,1.0,1.0,1.0
24,29,"Please, Lumi, block Youtube and all other streaming traffic","@traffic,@operation,@service,","@operation,@service,@traffic,",3,0,0,1.0,1.0,1.0
24,30,Students shall download no more than 1000000 MB per week,"@qos_unit,@qos_metric,@qos_value,@qos_constraint,","@group,@qos_constraint,@qos_metric,@qos_value,@qos_unit,",4,0,1,0.8,1.0,0.888888888888889
24,31,Faculty members have 500 Gb per week of free network use,"@qos_unit,@qos_value,@target,","@target,@qos_value,@qos_unit,",3,0,0,1.0,1.0,1.0
24,32,"Block all incoming HTTP traffic, allow only HTTPS for all hosts","@traffic,@operation,@operation,@protocol,@service,@target,","@operation,@protocol,@operation,@protocol,@target,",3,2,0,1.0,0.6,0.7499999999999999
24,33,Deny SSH access to students,"@operation,@protocol,@target,","@operation,@protocol,@target,",3,0,0,1.0,1.0,1.0
24,34,"RHIT-OPEN will work in labs, classrooms and residence halls but does not allow the user to access the internal Rose-Hulman network","@traffic,@operation,@target,","@origin,@operation,@target,@traffic,@destination,",3,0,2,0.6,1.0,0.7499999999999999
24,35,"There is a 6 GB per 24-hour period upload or download data transfer limit starting at midnight of each day, on all of your combined traffic on ResNet and UIC wireless","@qos_metric,@start,@qos_value,@qos_constraint,@qos_constraint,@qos_unit,","@qos_value,@qos_unit,@qos_constraint,@qos_constraint,@qos_metric,@start,@target,@target,",5,0,1,0.8333333333333334,1.0,0.9090909090909091
24,36,Let students access Facebook,"@service,@target,@operation,","@operation,@target,@service,",3,0,0,1.0,1.0,1.0
24,37,I want the torrent traffic from guest users to be no more than 100 mbps,"@traffic,@operation,@qos_value,@target,@qos_unit,","@traffic,@target,@qos_metric,@qos_value,@qos_unit,",4,1,1,0.8,0.8,0.8000000000000002
24,38,"Please, block netflix traffic on PUC","@service,@target,@target,@operation,","@operation,@service,@target,",3,0,0,1.0,1.0,1.0
24,39,Add firewall from gateway to my house from 06:00 to 21:00,"@end,@middlebox,@start,@operation,@destination,@origin,","@operation,@middlebox,@origin,@destination,@start,@end,",6,0,0,1.0,1.0,1.0
24,40,From university to internet add firewall,"@middlebox,@operation,@destination,@origin,","@origin,@destination,@operation,@middlebox,",4,0,0,1.0,1.0,1.0
24,41,"hey lumi, please add a DPI to ensure students from the labs are not accessing suspicious applications","@target,@middlebox,@operation,","@operation,@middlebox,@group,@target,",3,0,1,0.75,1.0,0.8571428571428571
24,42,Remove nat for gateway everyday from 18:00 to midnight,"@operation,@target,@end,@middlebox,@start,","@operation,@middlebox,@target,@start,@end,",5,0,0,1.0,1.0,1.0
24,43,Students data limit is 100 GB per week,"@qos_unit,@qos_metric,@qos_value,@target,","@target,@qos_metric,@qos_value,@qos_unit,",4,0,0,1.0,1.0,1.0
24,44,Email traffic is allowed for Staff members,"@operation,@service,@target,","@service,@operation,@target,",3,0,0,1.0,1.0,1.0
24,45,"Lumi, for the guest network, limit the traffic of torrent protocol to 100 mbps","@qos_value,@target,@target,@qos_constraint,@qos_unit,","@target,@qos_constraint,@target,@qos_value,@qos_unit,",4,0,0,1.0,1.0,1.0
24,46,Guests' network is rate-limited to 5 Mb/s per user,"@qos_metric,@qos_value,@target,@qos_unit,","@target,@qos_metric,@qos_value,@qos_unit,",4,0,0,1.0,1.0,1.0
24,47,Set quota to 10 GB per week at dorms,"@operation,@qos_value,@target,@qos_unit,@qos_metric,","@operation,@qos_metric,@qos_value,@qos_unit,@target,",5,0,0,1.0,1.0,1.0
24,48,Allow access from computers to DMZ,"@operation,@destination,@origin,","@operation,@origin,@destination,",3,0,0,1.0,1.0,1.0
24,49,block F2movies traffic for students in the labs,"@operation,@service,@target,@target,","@operation,@service,@target,@target,",3,0,0,1.0,1.0,1.0
DATASET CASES TRAIN #,162
25,0,Lumi monitors the network traffic,"@target,@middlebox,","@middlebox,@target,",2,0,0,1.0,1.0,1.0
25,1,unblock traffic,"@operation,@traffic,","@operation,@traffic,",2,0,0,1.0,1.0,1.0
25,2,limit the bandwidth rate of the server racks to 5 gbps from 4pm to 7pm,"@target,@qos_constraint,@qos_unit,@end,@start,@qos_metric,@qos_value,","@qos_constraint,@qos_metric,@target,@qos_value,@qos_unit,@start,@end,",7,0,0,1.0,1.0,1.0
25,3,Let students access Facebook,"@operation,@service,@target,","@operation,@target,@service,",3,0,0,1.0,1.0,1.0
25,4,Add inspection for the university from 10pm to 12pm,"@operation,@target,@end,@middlebox,@start,","@operation,@middlebox,@target,@start,@end,",5,0,0,1.0,1.0,1.0
25,5,From dorms to internet add nat,"@middlebox,@operation,@destination,@origin,","@origin,@destination,@operation,@middlebox,",4,0,0,1.0,1.0,1.0
25,6,Students shall download no more than 1000000 megabytes per week,"@qos_value,@qos_constraint,@qos_unit,@qos_metric,","@group,@qos_constraint,@qos_metric,@qos_value,@qos_unit,",4,0,1,0.8,1.0,0.888888888888889
25,7,We provide a quota to all students of 1 GB/wk of usage.,"@target,@qos_unit,@qos_metric,@qos_value,","@qos_metric,@target,@qos_value,@qos_unit,",4,0,0,1.0,1.0,1.0
25,8,limit servers bandwidth to 5gbps between 4pm and 7pm,"@start,@qos_metric,@qos_value,@qos_constraint,@qos_unit,@end,","@qos_constraint,@target,@qos_metric,@qos_value,@qos_unit,@start,@end,",6,0,1,0.8571428571428571,1.0,0.923076923076923
25,9,Limit servers to 5gbps during 5pm to 7pm,"@start,@qos_value,@qos_constraint,@qos_unit,@end,","@qos_constraint,@target,@qos_value,@qos_unit,@start,@end,",5,0,1,0.8333333333333334,1.0,0.9090909090909091
25,10,please limit bandwidth to 5 Gigabits per second for the server racks everyday from 4 PM  to 7PM,"@start,@qos_metric,@qos_value,@target,@qos_constraint,@qos_unit,@end,","@qos_constraint,@qos_metric,@qos_value,@qos_unit,@target,@start,@end,",7,0,0,1.0,1.0,1.0
25,11,Set quota to 10 GB per week at guest,"@operation,@qos_value,@target,@qos_unit,@qos_metric,","@operation,@qos_metric,@qos_value,@qos_unit,@target,",5,0,0,1.0,1.0,1.0
25,12,We provide a quota to all students of 1 GB per week of usage,"@qos_metric,@qos_value,@target,@qos_unit,","@operation,@qos_metric,@target,@qos_value,@qos_unit,",4,0,1,0.8,1.0,0.888888888888889
25,13,Add intrusion detection and address translation for servers network,"@middlebox,@middlebox,@operation,@target,","@operation,@middlebox,@middlebox,@target,",3,0,0,1.0,1.0,1.0
25,14,"Elements of network security currently include the following four solutions: Network Border Infrastructure System, Intrusion Prevention System, Firewalls and Custom Unit Firewalls","@middlebox,@middlebox,@middlebox,@middlebox,@operation,@qos_constraint,","@target,@operation,@middlebox,@middlebox,@middlebox,@middlebox,",2,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666
25,15,Add DPI middlebox into all traffic from Internet to the Labs,"@middlebox,@traffic,@operation,@destination,@origin,","@operation,@middlebox,@traffic,@origin,@destination,",5,0,0,1.0,1.0,1.0
25,16,All traffic from the Internet to the Labs has to go to DPI server and then goes to the Labs,"@traffic,@protocol,@destination,@origin,","@traffic,@origin,@destination,@middlebox,",3,1,1,0.75,0.75,0.75
25,17,Grant SSH access to professors,"@operation,@protocol,@target,","@operation,@protocol,@target,",3,0,0,1.0,1.0,1.0
25,18,SMTP is allowed by the University firewall,"@middlebox,@operation,@protocol,@target,","@protocol,@operation,@target,@middlebox,",4,0,0,1.0,1.0,1.0
25,19,Hey Lumi please block traffic for all students,"@operation,@target,@traffic,","@operation,@traffic,@target,",3,0,0,1.0,1.0,1.0
25,20,block all student traffic,"@target,@traffic,@operation,","@operation,@target,@traffic,",3,0,0,1.0,1.0,1.0
25,21,Block torrent traffic for all students,"@traffic,@operation,@target,","@operation,@traffic,@target,",3,0,0,1.0,1.0,1.0
25,22,Students may use up to 10 GB of data weekly,"@qos_unit,@qos_metric,@qos_value,@target,","@target,@qos_metric,@qos_value,@qos_unit,",4,0,0,1.0,1.0,1.0
25,23,Block bittorrent for professors,"@operation,@service,@target,","@operation,@service,@target,",3,0,0,1.0,1.0,1.0
25,24,block all traffic at Dorms location,"@traffic,@operation,@target,","@operation,@traffic,@target,",3,0,0,1.0,1.0,1.0
25,25,Limit students in the dorm to 10 GB per week,"@qos_constraint,@qos_unit,@qos_value,@target,@target,","@qos_constraint,@target,@target,@qos_value,@qos_unit,",4,0,0,1.0,1.0,1.0
25,26,block all traffic,"@operation,@traffic,","@operation,@traffic,",2,0,0,1.0,1.0,1.0
25,27,Please add traffic shaper between the internet and the dorms,"@middlebox,@destination,@origin,","@middlebox,@origin,@destination,",3,0,0,1.0,1.0,1.0
25,28,Limit bandwidth usage to 50 mbps for professors.,"@qos_metric,@qos_value,@target,@qos_constraint,@qos_unit,","@qos_constraint,@qos_metric,@qos_value,@qos_unit,@target,",5,0,0,1.0,1.0,1.0
25,29,add dpi to labs network,"@operation,@destination,@middlebox,","@operation,@middlebox,@destination,@target,",3,0,1,0.75,1.0,0.8571428571428571
25,30,"Lumi, set to 10 kbps the upload rate for faculty","@qos_unit,@qos_metric,@operation,@qos_value,@target,","@operation,@qos_value,@qos_unit,@qos_metric,@target,",5,0,0,1.0,1.0,1.0
25,31,prevent all f2movies traffic from reaching the students in the labs,"@operation,@service,@target,@target,","@operation,@service,@target,@target,",3,0,0,1.0,1.0,1.0
25,32,make tcp traffic pass through traffic shaper from 5pm to 8pm,"@traffic,@operation,@protocol,@end,@middlebox,@start,","@protocol,@traffic,@operation,@middlebox,@start,@end,",6,0,0,1.0,1.0,1.0
25,33,Email traffic is allowed for Staff members,"@operation,@service,@target,","@service,@operation,@target,",3,0,0,1.0,1.0,1.0
25,34,Limit traffic to 10 GB per week at Dorms,"@qos_unit,@traffic,@qos_value,@target,@qos_constraint,","@qos_constraint,@traffic,@qos_value,@qos_unit,@target,",5,0,0,1.0,1.0,1.0
25,35,Make sure all traffic from the Internet to the labs is inspected by the DPI middlebox,"@middlebox,@traffic,@destination,@origin,","@traffic,@origin,@destination,@middlebox,@middlebox,",4,0,0,1.0,1.0,1.0
25,36,put a download quota for students of 10 gb per week,"@operation,@qos_value,@target,@qos_constraint,@qos_unit,@qos_metric,","@qos_constraint,@qos_metric,@target,@qos_value,@qos_unit,",5,1,0,1.0,0.8333333333333334,0.9090909090909091
25,37,Include parental control for PlayStation,"@operation,@target,@middlebox,","@operation,@middlebox,@target,",3,0,0,1.0,1.0,1.0
25,38,From internet to Labs block F2movies,"@destination,@origin,@operation,@service,","@origin,@destination,@operation,@service,",4,0,0,1.0,1.0,1.0
25,39,torrent traffic must be allowed for guest but limited to 100 mbps,"@target,@qos_constraint,@qos_unit,@traffic,@operation,@qos_value,","@traffic,@operation,@target,@qos_constraint,@qos_value,@qos_unit,",6,0,0,1.0,1.0,1.0
